ime,posred,vrsta,koliko_sobno,leto_izgradnje,zemljisce,velikost,cena,agencija 
"LJ. ŠIŠKA, PRI KINU",Prodaja,Stanovanje,,,,"81,20","267.000,00",AKTIVA RE d.o.o.
"LJ. ŠIŠKA, PRI KINU",Prodaja,Stanovanje,,,,"110,90","269.000,00","Nep Nepremičnine, Dejan Kuzma s.p."
"LJ. ŠIŠKA, PRI LPP - JU",Prodaja,Poslovni prostor,,,,"1.177,00","830.000,00",DARMAL d.o.o.
"BS 3, REBOLJEVA ULICA",Prodaja,Stanovanje,,,,"53,94","116.000,00",Zasebna ponudba
"LJ. ŠIŠKA, PRI MESTNI KNJIŽNICI",Prodaja,Stanovanje,,,,"61,40","164.000,00",ALEA nepremičninska družba d.o.o.
"LJ. ŠIŠKA, PRI STARI CERKVI",Prodaja,Poslovni prostor,,,,"17,00","49.700,00","Dom-in, agencija d.o.o."
"LJ. ŠIŠKA, PRUŠNIKOVA ULICA 9",Prodaja,Stanovanje,,,,"19,60","79.900,00",COOP nepremičnine d.o.o.
"LJ. ŠIŠKA, PRŽAN",Prodaja,Poslovni prostor,,,,"55,00","75.000,00",Moneta Invest d.o.o.
"LJ. ŠIŠKA, PRŽAN",Prodaja,Poslovni prostor,,,,"200,00","270.000,00",Moneta Invest d.o.o.
"LJ. ŠIŠKA, RAKUŠEVA ULICA",Prodaja,Stanovanje,,,,"54,00","179.000,00",ZWELO online nepremičninske storitve d.o.o.
"LJ. ŠIŠKA, RAKUŠEVA ULICA",Prodaja,Stanovanje,,,,"80,80","270.000,00",Zasebna ponudba
"LJ. ŠIŠKA, RAŠIŠKA ULICA",Prodaja,Garaža,,,,"11,78","11.000,00",Zasebna ponudba
"LJ. ŠIŠKA, RAŠIŠKA ULICA",Prodaja,Garaža,,,,"11,80","9.800,00","Aeon nepremičnine, d.o.o., Century 21 Emona"
"LJ. ŠIŠKA, RAŠIŠKA ULICA",Prodaja,Garaža,,,,"13,30","12.300,00",Zasebna ponudba
"LJ. ŠIŠKA, RUNKOVA",Prodaja,Stanovanje,,,,"69,90","200.000,00",D5 invest d.o.o.
"LJ. ŠIŠKA, RUNKOVA",Prodaja,Stanovanje,,,,"76,60","188.000,00",Studio modul d.o.o.
"LJ. ŠIŠKA, SCOPOLIJEVA ULICA",Prodaja,Stanovanje,,,,"49,40","139.000,00","Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
"LJ. ŠIŠKA, SONČNA TERASA - PODUTIK",Prodaja,Stanovanje,,,,"70,00","188.000,00",ALEA nepremičninska družba d.o.o.
"LJ. ŠIŠKA, SPODNJA",Prodaja,Stanovanje,,,,"43,50","145.500,00",MESTO NEPREMIČNIN d.o.o.
"LJ. ŠIŠKA, SPODNJA",Prodaja,Stanovanje,,,,"53,30","179.000,00",Rojal invest d.o.o.
"LJ. ŠIŠKA, SPODNJA",Prodaja,Stanovanje,,,,"84,30","195.000,00",MESTO NEPREMIČNIN d.o.o.
"LJ. ŠIŠKA, SPODNJA",Prodaja,Posest,,,,"427,00","290.000,00","Abstract nepremičnine, Igor Kerin s.p."
"LJ. ŠIŠKA, SPODNJA, KAVŠKOVA ULICA",Prodaja,Stanovanje,,,,"81,90","237.000,00",Zasebna ponudba
"LJ. ŠIŠKA, SPODNJA, STARA CERKEV",Prodaja,Stanovanje,,,,"44,80","145.000,00",Zasebna ponudba
"LJ. ŠIŠKA, SREDNJE GAMELJNE",Prodaja,Stanovanje,,,,"23,40","69.000,00",Group A d.o.o.
"LJ. ŠIŠKA, SREDNJE GAMELJNE",Prodaja,Stanovanje,,,,"56,70","149.000,00",Group A d.o.o.
"LJ. ŠIŠKA, STANEŽIČE",Prodaja,Stanovanje,,,,"133,20","310.000,00",Rocco nepremičnine d.o.o.
"LJ. ŠIŠKA, STANEŽIČE",Prodaja,Hiša,,,,"450,00","339.000,00",KU-MI nepremičnine d.o.o.
"LJ. ŠIŠKA, STANEŽIČE",Prodaja,Posest,,,,"820,00","139.000,00",KU-MI nepremičnine d.o.o.
"LJ. ŠIŠKA, STARA CERKEV",Prodaja,Poslovni prostor,,,,"42,00","55.000,00",Mernet d.o.o.
"LJ. ŠIŠKA, STARA CERKEV",Prodaja,Stanovanje,,,,"53,90","130.000,00",Roni nepremičnine d.o.o.
"LJ. ŠIŠKA, STARA CERKEV",Prodaja,Stanovanje,,,,"68,00","220.000,00","Komfort skupina d.o.o., nepremičnine"
"LJ. ŠIŠKA, STARA CERKEV",Prodaja,Poslovni prostor,,,,"91,70","128.000,00",Kristal nepremičnine d.o.o.
"LJ. ŠIŠKA, STARA CERKEV - ROOMS VALENTINO",Prodaja,Poslovni prostor,,,,"430,30","890.000,00",Rojal invest d.o.o.
"LJ. ŠIŠKA, STAROMEŠČANSKA VILA",Prodaja,Hiša,,,,"470,00","2.000.000,00",Blok d.o.o.
"LJ. ŠIŠKA, STEGNE",Prodaja,Poslovni prostor,,,,"468,90","515.700,00","RE/MAX Commercial Slovenija, RMC d.o.o."
"LJ. ŠIŠKA, ŠENTVID",Prodaja,Stanovanje,,,,"72,70","186.000,00",Loka nepremičnine d.o.o.
"LJ. ŠIŠKA, ŠENTVID",Prodaja,Hiša,,,,"160,70","489.000,00",MESTO NEPREMIČNIN d.o.o.
"LJ. ŠIŠKA, ŠENTVID",Prodaja,Hiša,,,,"166,45","309.999,00","Coinhab, d.o.o."
"LJ. ŠIŠKA, ŠENTVID",Prodaja,Hiša,,,,"175,50","295.000,00",MESTO NEPREMIČNIN d.o.o.
"LJ. ŠIŠKA, ŠENTVID",Prodaja,Hiša,,,,"230,00","500.000,00","Nepremičnine M8, Lea Kavalič s.p."
"LJ. ŠIŠKA, ŠENTVID",Prodaja,Poslovni prostor,,,,"303,00","399.000,00","PRO LAND, nepremičninsko posredovanje, d.o.o."
"LJ. ŠIŠKA, ŠENTVID - ODLIČNA INVESTICIJA",Prodaja,Hiša,,,,"250,00","459.000,00",Viping d.o.o.
"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",Prodaja,Stanovanje,,,,"67,00","110.000,00","PRO LAND, nepremičninsko posredovanje, d.o.o."
"TRNOVO, ZIHERLOVA ULICA",Oddaja,Stanovanje,,,,"72,70","650,00","Agencija Tomc, d.o.o."
"LJ. ŠIŠKA, ŠIŠENSKA",Prodaja,Stanovanje,,,,"50,60","139.000,00",Real Go d.o.o.
"LJ. ŠIŠKA, ŠIŠENSKA",Prodaja,Hiša,,,,"320,00","470.000,00",Kristal nepremičnine d.o.o.
"LJ. ŠIŠKA, ŠKOFJA LOKA",Prodaja,Stanovanje,,,,"186,70","240.000,00","PRO LAND, nepremičninsko posredovanje, d.o.o."
"LJ. ŠIŠKA, ŠMARTNO POD ŠMARNO GORO",Prodaja,Stanovanje,,,,"111,00","225.000,00",PERFEKT B d.o.o.
"LJ. ŠIŠKA, ŠMARTNO POD ŠMARNO GORO",Prodaja,Stanovanje,,,,"120,90","259.000,00","Stoja trade, d.o.o., Ljubljana"
"LJ. ŠIŠKA, ŠMARTNO POD ŠMARNO GORO",Prodaja,Hiša,,,,"239,00","460.000,00","Stoja trade, d.o.o., Ljubljana"
"LJ. ŠIŠKA, ŠMARTNO POD ŠMARNO GORO",Prodaja,Hiša,,,,"528,00","795.000,00",Gradex nepremičnine d.o.o.
"LJ. ŠIŠKA, ŠMARTNO POD ŠMARNO GORO",Prodaja,Hiša,,,,"528,60","795.000,00",Mernet d.o.o.
"LJ. ŠIŠKA, TACENSKA CESTA - VIŽMARJE",Prodaja,Hiša,,,,"230,00","255.000,00",AULA d.o.o.
"LJ. ŠIŠKA, TACENSKA CESTA - VIŽMARJE",Prodaja,Hiša,,,,"230,00","255.000,00",AULA d.o.o.
"LJ. ŠIŠKA, TACENSKE BRZICE",Prodaja,Stanovanje,,,,"122,28","370.000,00",Vizija Lina Ina Poglajen s.p.
"LJ. ŠIŠKA, TEHNOLOŠKI PARK LITOSTROJ",Prodaja,Posest,,,,"3.000,00","1.000.000,00",Nepremičnine Plus d.o.o.
"LJ. ŠIŠKA, TIVOLI",Prodaja,Stanovanje,,,,"61,00","156.000,00","Aeon nepremičnine, d.o.o., Century 21 Emona"
"LJ. ŠIŠKA, TRG KOMANDANTA STANETA 15 V LJUB",Prodaja,Stanovanje,,,,"55,50","175.000,00",Abaka d.o.o.
"LJ. ŠIŠKA, TRG PREKOMORSKIH BRIGAD",Prodaja,Stanovanje,,,,"71,50","169.000,00","Rodman MGM d.o.o., PE nepremičnine"
"LJ. ŠIŠKA, TRZNICA KOSEZE",Prodaja,Poslovni prostor,,,,"9,90","15.000,00","Komfort skupina d.o.o., nepremičnine"
"LJ. ŠIŠKA, TUGOMERJEVA ULICA",Prodaja,Stanovanje,,,,"57,50","154.000,00",Agencija Vitraž d.o.o.
"LJ. ŠIŠKA, TŽNICA KOSEZE",Prodaja,Poslovni prostor,,,,"32,10","96.400,00",Kristal nepremičnine d.o.o.
"LJ. ŠIŠKA, ULICA MILANA MAJCNA",Prodaja,Stanovanje,,,,"44,00","130.000,00",Pronaj d.o.o.
"LJ. ŠIŠKA, ULICA MILANA MAJCNA",Prodaja,Stanovanje,,,,"95,10","269.000,00",ZWELO online nepremičninske storitve d.o.o.
"LJ. ŠIŠKA, V BLIŽINI ŠIŠENSKEGA HRIBA",Prodaja,Posest,,,,"500,00","300.000,00",Rocco nepremičnine d.o.o.
"LJ. ŠIŠKA, VEROVŠKOVA ULICA",Prodaja,Stanovanje,,,,"34,00","109.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"LJ. ŠIŠKA, VILA EXCLUSIVE",Prodaja,Hiša,,,,"195,00","500.000,00","Aion, d.o.o."
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Poslovni prostor,,,,"60,00","46.000,00","Dom-in, agencija d.o.o."
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Poslovni prostor,,,,"60,00","46.000,00","Dom-in, agencija d.o.o."
"LJ. CENTER, PRULE",Oddaja,Stanovanje,,,,"35,00","350,00",Zasebna ponudba
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Poslovni prostor,,,,"117,00","82.000,00","Dom-in, agencija d.o.o."
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Poslovni prostor,,,,"117,00","82.000,00","Dom-in, agencija d.o.o."
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Hiša,,,,"167,80","190.000,00","Rebernik nepremičnine, Samo Rebernik s.p."
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Hiša,,,,"213,00","790.000,00",Impressa d.o.o.
"LJ. ŠIŠKA, VIŽMARJE",Prodaja,Hiša,,,,"497,70","580.000,00","Rebernik nepremičnine, Samo Rebernik s.p."
"LJ. ŠIŠKA, VIŽMARJE, IDEALNO ZA INVALIDE",Prodaja,Hiša,,,,"162,80","180.000,00","Rebernik nepremičnine, Samo Rebernik s.p."
"LJ. ŠIŠKA, VIŽMARJE, SAMOSTOJEN OBJEKT",Prodaja,Poslovni prostor,,,,"607,50","600.000,00","Rebernik nepremičnine, Samo Rebernik s.p."
"LJ. ŠIŠKA, VODNIKOVA CESTA 86",Prodaja,Stanovanje,,,,"44,10","119.000,00",COOP nepremičnine d.o.o.
"LJ. ŠIŠKA, Z DODATNO ZAZIDLJIVO PARCELO",Prodaja,Hiša,,,,"234,20","485.000,00","Nepremičnine M8, Lea Kavalič s.p."
"LJ. ŠIŠKA, ZAVRH POD ŠMARNO GORO",Prodaja,Hiša,,,,"168,84","349.000,00",Group A d.o.o.
"LJ. ŠIŠKA, ZG.",Prodaja,Stanovanje,,,,"77,36","195.000,00",Zasebna ponudba
"LJ. ŠIŠKA, ZGORNJA - OB CELOVŠKI CESTI",Prodaja,Stanovanje,,,,"71,40","193.000,00",Loka nepremičnine d.o.o.
"LJ. ŠIŠKA, ZGORNJA, BLIZU OŠ RIHARD JAKOPIČ",Prodaja,Hiša,,,,"234,00","485.000,00","Nepremičnine M8, Lea Kavalič s.p."
"LJ. ŠIŠKA, ZGORNJE GAMELJNE",Prodaja,Stanovanje,,,,"222,00","253.000,00",Mezanin nepremičnine d.o.o.
"LJ. ŠIŠKA, ZGORNJE GAMELJNE",Prodaja,Hiša,,,,"222,00","358.000,00",Mezanin nepremičnine d.o.o.
"LJ. ŠIŠKA, ŽIBERTOVA ULICA",Prodaja,Stanovanje,,,,"108,00","309.000,00",ZWELO online nepremičninske storitve d.o.o.
"LJ. ŠIŠKA, ŽLEBE",Prodaja,Posest,,,,"800,00","120,00","UNIKAT NEPREMIČNINA, Nenad Antić s.p."
LJ. VIČ,Prodaja,Garaža,,,,"11,30","8.900,00","Agenti Celje, AŽ&MB Nerad d.o.o."
LJ. VIČ,Prodaja,Poslovni prostor,,,,"16,50","32.000,00",ABC nepremičnine d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"16,70","37.000,00 &euro;<span class=""cena-old"">39.500,00","Visa d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Poslovni prostor,,,,"17,00","32.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Garaža,,,,"19,00","14.990,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"25,10","89.900,00","ALTERA, d.o.o."
LJ. VIČ,Prodaja,Stanovanje,,,,"27,50","169.000,00",Avenija nepremičnin d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"28,85","105.000,00",RCN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"28,90","105.000,00",AKTIVA RE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"29,60","103.000,00 &euro;<span class=""cena-old"">108.000,00",Atrium nepremičnine d.o.o.
"DRAVLJE, GOTSKA ULICA",Prodaja,Stanovanje,,,,"60,80","109.500,00",Akcent d.o.o. Ljubljana
LJ. VIČ,Prodaja,Stanovanje,,,,"40,60","119.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"42,10","89.000,00",Svet Real d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"42,70","139.000,00",Zasebna ponudba
LJ. VIČ,Prodaja,Stanovanje,,,,"42,70","139.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"42,70","139.000,00",ABC nepremičnine d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"43,30","149.000,00",Avenija nepremičnin d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"43,70","260.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Poslovni prostor,,,,"44,53","58.500,00",Medvešek Pušnik Nepremičnine d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"47,00","134.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"47,00","141.000,00",Mernet d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"53,00","137.600,00","Sans nepremičnine, d.o.o."
LJ. VIČ,Prodaja,Stanovanje,,,,"59,10","168.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"61,80","169.000,00","STAN nepremičnine d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"62,00","225.000,00",FIRMA nepremičnine Martinović & Co. k.d.
LJ. VIČ,Prodaja,Stanovanje,,,,"63,00","168.000,00",Zasebna ponudba
LJ. VIČ,Prodaja,Hiša,,,,"64,00","240.000,00",Hiša nepremičnine 1 d.o.o.
"PTUJ, NOVO NASELJE",Prodaja,Poslovni prostor,,,,"420,00","750,00",Zasebna ponudba
LJ. VIČ,Prodaja,Stanovanje,,,,"67,00","168.000,00",Mreža nepremičnin d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"67,01","168.000,00",Avenija nepremičnin d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"68,00","154.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"70,00","190.000,00",Novi list d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"70,00","236.000,00",Novi list d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"70,00","287.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"70,00","190.000,00",Novi list d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"72,00","83.000,00",Zasebna ponudba
LJ. VIČ,Prodaja,Stanovanje,,,,"72,00","315.000,00",Rocco nepremičnine d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"73,10","180.000,00",Studio modul d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"73,10","180.000,00",Studio modul d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"73,20","299.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"73,80","199.000,00 &euro;<span class=""cena-old"">205.000,00","Sans nepremičnine, d.o.o."
LJ. VIČ,Prodaja,Stanovanje,,,,"77,10","265.000,00","STAN nepremičnine d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"79,00","226.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"79,60","208.000,00",METROPOLA IN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"83,40","349.900,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"84,00","219.000,00",MP PROJEKT d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"84,30","240.000,00","STAN nepremičnine d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"84,30","240.000,00",Zasebna ponudba
LJ. VIČ,Prodaja,Stanovanje,,,,"85,70","230.000,00",KREATIVDOM d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"86,00","215.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"90,00","230.000,00","STAN nepremičnine d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"90,00","230.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Poslovni prostor,,,,"90,50","190.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"90,70","150.000,00",Roni nepremičnine d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"92,50","231.250,00",Mreža nepremičnin d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"100,00","150.000,00","RE/MAX Commercial Slovenija, RMC d.o.o."
LJ. VIČ,Prodaja,Poslovni prostor,,,,"100,00","300.000,00","RE/MAX Commercial Slovenija, RMC d.o.o."
LJ. VIČ,Prodaja,Stanovanje,,,,"100,20","290.000,00","MA - nepremičninska družba, Marko Alič s.p."
LJ. VIČ,Prodaja,Stanovanje,,,,"100,20","290.000,00",Mreža nepremičnin d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"100,20","290.000,00",Rocco nepremičnine d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"106,00","299.000,00","Stoja trade, d.o.o., Ljubljana"
"LJ. ŠIŠKA, BLIŽINA STARE CERKVE, S PARKINGOM",Prodaja,Stanovanje,,,,"54,00","105.000,00",AVERDE d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"118,00","450.000,00","Central RE d.o.o., PE LJUBLJANA"
LJ. VIČ,Prodaja,Stanovanje,,,,"119,18","473.591,16","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Poslovni prostor,,,,"140,00","235.000,00 &euro;<span class=""cena-old"">278.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"156,20","284.999,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"168,00","593.000,00",ABC nepremičnine d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"188,20","357.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Hiša,,,,"191,90","395.000,00",ABC nepremičnine d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"198,00","300.000,00",Roni nepremičnine d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"214,00","485.000,00 &euro;<span class=""cena-old"">530.000,00",Mezanin nepremičnine d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"230,00","800.000,00",METROPOLA IN d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"240,00","389.000,00",PERFEKT B d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"240,00","389.000,00",PERFEKT B d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"241,00","315.000,00",Svet Real d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"250,00","540.000,00",ABC nepremičnine d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"258,00","369.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Hiša,,,,"267,00","998.500,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Stanovanje,,,,"267,30","780.000,00",Vila Portorož d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"267,30","780.000,00",Vila Portorož d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"279,00","549.000,00",KU-MI nepremičnine d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"280,00","439.000,00","RENEX, Ksenija Mihajlović s.p."
LJ. VIČ,Prodaja,Hiša,,,,"286,20","1.500.000,00",Rojal invest d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"298,00","998.000,00",Garant - Gabrijela Smuk s.p.
LJ. VIČ,Prodaja,Hiša,,,,"298,00","998.500,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"300,00","900.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Hiša,,,,"305,80","390.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Stanovanje,,,,"326,00","455.000,00",Svet Real d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"327,70","480.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"385,00","730.000,00","BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p."
LJ. VIČ,Prodaja,Poslovni prostor,,,,"400,00","795.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Poslovni prostor,,,,"400,00","795.000,00","Stoja trade, d.o.o., Ljubljana"
"LJ. ŠIŠKA, BLIŽINA STARE CERKVE, S PARKINGOM",Prodaja,Stanovanje,,,,"54,00","105.000,00",AVERDE d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"442,00","250.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"544,00","300.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"580,00","145.000,00",Zasebna ponudba
LJ. VIČ,Prodaja,Hiša,,,,"593,00","1.200.000,00",DOM REAL d.o.o.
LJ. VIČ,Prodaja,Hiša,,,,"593,80","1.200.000,00",MESTO NEPREMIČNIN d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"660,00","99.000,00",NNRN nepremičnine d.o.o. Novo mesto
LJ. VIČ,Prodaja,Posest,,,,"677,00","300,00",MKA nepremičnine d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"737,00","369.000,00","Stoja trade, d.o.o., Ljubljana"
LJ. VIČ,Prodaja,Posest,,,,"790,00","620.000,00",Blok d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"1.000,00","1.500,00",SIQ Ljubljana
LJ. VIČ,Prodaja,Posest,,,,"1.115,00","252,00","Aeon nepremičnine, d.o.o., Century 21 Emona"
LJ. VIČ,Prodaja,Posest,,,,"1.115,00","259.000,00",Zasebna ponudba
LJ. VIČ,Prodaja,Posest,,,,"1.131,00","300.000,00",Roni nepremičnine d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"1.150,00","305.000,00",KU-MI nepremičnine d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"2.176,00","189,00",Svet Real d.o.o.
LJ. VIČ,Prodaja,Poslovni prostor,,,,"2.748,00","845.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"2.831,00","360.000,00 &euro;<span class=""cena-old"">450.000,00","STANART d.o.o., PE LJUBLJANA"
LJ. VIČ,Prodaja,Posest,,,,"3.795,00","450,00",KU-MI nepremičnine d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"11.110,00","19,00",Realia d.o.o.
LJ. VIČ,Prodaja,Posest,,,,"15.421,00","1.392.120,00","DUTB, d.d."
LJ. VIČ,Prodaja,Posest,,,,"15.681,00","4,00",Rojal invest d.o.o.
"LJ. VIČ, - DOLGI MOST",Prodaja,Stanovanje,,,,"74,12","190.000,00",Zasebna ponudba
"LJ. VIČ, - LEP RAZGLED",Prodaja,Stanovanje,,,,"42,60","117.000,00",Euromark-a d.o.o.
"LJ. VIČ, - TRŽAŠKA",Prodaja,Stanovanje,,,,"56,80","171.000,00",Zasebna ponudba
"LJ. VIČ, 20 MIN OD CENTRA NOTRANJE GORICE",Prodaja,Hiša,,,,"190,00","295.000,00",FIRMA nepremičnine Martinović & Co. k.d.
"LJ. VIČ, 8KM IZ CENTRA",Prodaja,Posest,,,,"829,00","290,00",REGROUP d.o.o.
"LJ. VIČ, AKTIVNO NA ROŽNIK",Prodaja,Stanovanje,,,,"42,70","139.000,00",Studio 68 d.o.o.
"LJ. VIČ, ATRIJSKO",Prodaja,Stanovanje,,,,"159,00","269.000,00","Lucia tim d.o.o., PE Nepremičnine"
"LJ. VIČ, BARJE",Prodaja,Posest,,,,"8.000,00","8,00",Kupola nepremičnina d.o.o.
"LJ. VIČ, BLIZU OŠ",Prodaja,Stanovanje,,,,"121,44","461.472,00","Nepremičnine M8, Lea Kavalič s.p."
"LJ. VIČ, BLIZU OŠ",Prodaja,Stanovanje,,,,"123,85","470.630,00","Nepremičnine M8, Lea Kavalič s.p."
"LJ. VIČ, BLIŽINA CENTRA",Prodaja,Stanovanje,,,,"30,00","108.000,00",Mreža nepremičnin d.o.o.
"LJ. VIČ, BLIŽINA CENTRA",Prodaja,Stanovanje,,,,"91,10","198.000,00",Inalbea d.o.o.
"LJ. VIČ, BLIŽINA CENTRA - MEŠČANSKA VILA",Prodaja,Hiša,,,,"350,00","750.000,00","Nepremičninska agencija ""TLORIS"" Miro Torić s.p., Poslovna enota"
"LJ. VIČ, BLIŽINA CENTRA IN FAKULTET",Prodaja,Stanovanje,,,,"84,30","240.000,00",MP PROJEKT d.o.o.
"LJ. VIČ, BLIŽINA GIMNAZIJE",Prodaja,Hiša,,,,"385,00","730.000,00",Zasebna ponudba
"LJ. BEŽIGRAD, GLAVARJEVA ULICA",Oddaja,Stanovanje,,,,"42,00","350,00",D5 invest d.o.o.
"LJ. VIČ, BLIŽINA MURGEL",Prodaja,Stanovanje,,,,"90,00","160.000,00",ALEA nepremičninska družba d.o.o.
"LJ. VIČ, BLIŽINA ŠPARA",Prodaja,Stanovanje,,,,"179,71","355.000,00",METKA HANUNA s.p.
"LJ. VIČ, BLIŽINA TOBAČNE",Prodaja,Stanovanje,,,,"70,70","180.000,00","Nepremičnine, svetovanje in posredništvo, Primož Kotar s.p"
